Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01250702  	 6.94681128  	 6.94681735 
1.01251440  	 6.96134639  	 6.96134995 
1.01252178  	 6.98047883  	 6.98048239 
1.01252224  	 6.98192249  	 6.98192502 
1.01252255  	 6.98289967  	 6.98290925 
1.01252286  	 6.98390022  	 6.98390774 
1.0125228608  	 6.9839117897  	 6.9839117926 
1.0125228624  	 6.9839170233  	 6.9839170332 
1.0125228640  	 6.9839222703  	 6.9839222780 
1.0125228656  	 6.9839275130  	 6.9839275185 
1.0125228672  	 6.9839327539  	 6.9839327572 
1.0125228680  	 6.9839353762  	 6.9839353806 
1.0125228840  	 6.9839878211  	 6.9839878250 
1.0125229000  	 6.9840403207  	 6.9840403236 
1.0125229160  	 6.9840928717  	 6.9840928738 
1.0125229320  	 6.9841454668  	 6.9841454727 
1.01252294  	 6.98416315  	 6.98416531 
1.01252297  	 6.98425925  	 6.98426726 
1.01252303  	 6.98447026  	 6.98447615 
1.01252306  	 6.98457055  	 6.98457532 
1.01252309  	 6.98467471  	 6.98467843 
1.01252317  	 6.98492394  	 6.98492936 
1.01252363  	 6.98647306  	 6.98647557 
1.0125245525  	 6.9897577004  	 6.9897577008 
1.0125250138  	 6.9914699767  	 6.9914699777 
1.0125253212  	 6.9926429545  	 6.9926429553 
1.0125256288  	 6.9938438752  	 6.9938438758 
1.0125257056  	 6.9941481288  	 6.9941481296 
1.0125257364  	 6.9942706557  	 6.9942706566 
1.0125257671  	 6.9943930766  	 6.9943930771 
1.0125257979  	 6.9945161900  	 6.9945161904 
1.0125258286  	 6.9946391987  	 6.9946391991 
1.0125258594  	 6.9947629058  	 6.9947629061 
1.0125259362  	 6.9950726791  	 6.9950726796 
1.0125263975  	 6.9969740769  	 6.9969740772 
